ensembl_gene_id,external_gene_name,mmusculus_homolog_ensembl_gene,mmusculus_homolog_associated_gene_name,mmusculus_homolog_orthology_type,mmusculus_homolog_orthology_confidence
ENSG00000128052,KDR,ENSMUSG00000062960,Kdr,ortholog_one2one,1
ENSG00000041802,LSG1,ENSMUSG00000022538,Lsg1,ortholog_one2one,1
ENSG00000136490,LIMD2,ENSMUSG00000040699,Limd2,ortholog_one2one,1
ENSG00000149657,LSM14B,ENSMUSG00000039108,Lsm14b,ortholog_one2one,1
ENSG00000134569,LRP4,ENSMUSG00000027253,Lrp4,ortholog_one2one,1
ENSG00000128422,KRT17,ENSMUSG00000035557,Krt17,ortholog_one2one,1
ENSG00000112062,MAPK14,ENSMUSG00000053436,Mapk14,ortholog_one2one,1
ENSG00000136802,LRRC8A,ENSMUSG00000007476,Lrrc8a,ortholog_one2one,1
ENSG00000197892,KIF13B,ENSMUSG00000060012,Kif13b,ortholog_one2one,1
ENSG00000171435,KSR2,ENSMUSG00000061578,Ksr2,ortholog_one2one,1
ENSG00000169783,LINGO1,ENSMUSG00000049556,Lingo1,ortholog_one2one,1
ENSG00000105486,LIG1,ENSMUSG00000056394,Lig1,ortholog_one2one,1
ENSG00000107798,LIPA,ENSMUSG00000024781,Lipa,ortholog_one2one,1
ENSG00000103227,LMF1,ENSMUSG00000002279,Lmf1,ortholog_one2one,1
ENSG00000100600,LGMN,ENSMUSG00000021190,Lgmn,ortholog_one2one,1
ENSG00000128594,LRRC4,ENSMUSG00000049939,Lrrc4,ortholog_one2one,1
ENSG00000118162,KPTN,ENSMUSG00000006021,Kptn,ortholog_one2one,1
ENSG00000105983,LMBR1,ENSMUSG00000010721,Lmbr1,ortholog_one2one,1
ENSG00000114030,KPNA1,ENSMUSG00000022905,Kpna1,ortholog_one2one,1
ENSG00000196365,LONP1,ENSMUSG00000041168,Lonp1,ortholog_one2one,1
ENSG00000168924,LETM1,ENSMUSG00000005299,Letm1,ortholog_one2one,1
ENSG00000165097,KDM1B,ENSMUSG00000038080,Kdm1b,ortholog_one2one,1
ENSG00000088899,LZTS3,ENSMUSG00000037703,Lzts3,ortholog_one2one,1
ENSG00000128011,LRFN1,ENSMUSG00000030600,Lrfn1,ortholog_one2one,1
ENSG00000164167,LSM6,ENSMUSG00000031683,Lsm6,ortholog_one2one,0
ENSG00000148814,LRRC27,ENSMUSG00000015980,Lrrc27,ortholog_one2one,1
ENSG00000170423,KRT78,ENSMUSG00000050463,Krt78,ortholog_one2one,0
ENSG00000184445,KNTC1,ENSMUSG00000029414,Kntc1,ortholog_one2one,1
ENSG00000126777,KTN1,ENSMUSG00000021843,Ktn1,ortholog_one2one,1
ENSG00000071282,LMCD1,ENSMUSG00000057604,Lmcd1,ortholog_one2one,1
ENSG00000162337,LRP5,ENSMUSG00000024913,Lrp5,ortholog_one2one,1
ENSG00000131437,KIF3A,ENSMUSG00000018395,Kif3a,ortholog_one2one,1
ENSG00000011376,LARS2,ENSMUSG00000035202,Lars2,ortholog_one2one,1
ENSG00000198642,KLHL9,ENSMUSG00000070923,Klhl9,ortholog_one2one,1
ENSG00000104731,KLHDC4,ENSMUSG00000040263,Klhdc4,ortholog_one2one,1
ENSG00000147676,MAL2,ENSMUSG00000024479,Mal2,ortholog_one2one,1
ENSG00000105695,MAG,ENSMUSG00000036634,Mag,ortholog_one2one,1
ENSG00000130224,LRCH2,ENSMUSG00000031290,Lrch2,ortholog_one2one,1
ENSG00000089177,KIF16B,,,,NA
ENSG00000123384,LRP1,ENSMUSG00000040249,Lrp1,ortholog_one2one,1
ENSG00000181350,LRRC75A,ENSMUSG00000046417,Lrrc75a,ortholog_one2one,1
ENSG00000112232,KHDRBS2,ENSMUSG00000026058,Khdrbs2,ortholog_one2one,1
ENSG00000166173,LARP6,ENSMUSG00000034839,Larp6,ortholog_one2one,1
ENSG00000131981,LGALS3,ENSMUSG00000050335,Lgals3,ortholog_one2one,1
ENSG00000135525,MAP7,ENSMUSG00000019996,Map7,ortholog_one2one,1
ENSG00000130520,LSM4,ENSMUSG00000031848,Lsm4,ortholog_one2one,1
ENSG00000107902,LHPP,ENSMUSG00000030946,Lhpp,ortholog_one2one,1
ENSG00000105438,KDELR1,ENSMUSG00000002778,Kdelr1,ortholog_one2one,1
ENSG00000080709,KCNN2,ENSMUSG00000054477,Kcnn2,ortholog_one2one,1
ENSG00000148943,LIN7C,ENSMUSG00000027162,Lin7c,ortholog_one2one,1
ENSG00000119487,MAPKAP1,ENSMUSG00000038696,Mapkap1,ortholog_one2one,1
ENSG00000122367,LDB3,ENSMUSG00000021798,Ldb3,ortholog_one2one,1
ENSG00000107929,LARP4B,ENSMUSG00000033499,Larp4b,ortholog_one2one,0
ENSG00000139329,LUM,ENSMUSG00000036446,Lum,ortholog_one2one,1
ENSG00000132434,LANCL2,ENSMUSG00000062190,Lancl2,ortholog_one2one,1
ENSG00000012983,MAP4K5,ENSMUSG00000034761,Map4k5,ortholog_one2one,1
ENSG00000140471,LINS1,ENSMUSG00000053091,Lins1,ortholog_one2one,1
ENSG00000169967,MAP3K2,ENSMUSG00000024383,Map3k2,ortholog_one2one,1
ENSG00000112893,MAN2A1,ENSMUSG00000024085,Man2a1,ortholog_one2one,1
ENSG00000100030,MAPK1,ENSMUSG00000063358,Mapk1,ortholog_one2one,1
ENSG00000254087,LYN,ENSMUSG00000042228,Lyn,ortholog_one2one,1
ENSG00000257103,LSM14A,ENSMUSG00000066568,Lsm14a,ortholog_one2one,1
ENSG00000169032,MAP2K1,ENSMUSG00000004936,Map2k1,ortholog_one2one,1
ENSG00000161904,LEMD2,ENSMUSG00000044857,Lemd2,ortholog_one2one,1
ENSG00000109790,KLHL5,ENSMUSG00000054920,Klhl5,ortholog_one2one,1
ENSG00000122203,KIAA1191,ENSMUSG00000025871,4833439L19Rik,ortholog_one2one,1
ENSG00000087253,LPCAT2,ENSMUSG00000033192,Lpcat2,ortholog_one2one,1
ENSG00000185479,KRT6B,ENSMUSG00000023041,Krt6b,ortholog_many2many,0
ENSG00000185479,KRT6B,ENSMUSG00000058354,Krt6a,ortholog_many2many,0
ENSG00000185479,KRT6B,ENSMUSG00000064232,Gm5414,ortholog_many2many,1
ENSG00000187391,MAGI2,ENSMUSG00000040003,Magi2,ortholog_one2one,1
ENSG00000165501,LRR1,ENSMUSG00000034883,Lrr1,ortholog_one2one,1
ENSG00000198728,LDB1,ENSMUSG00000025223,Ldb1,ortholog_one2one,1
ENSG00000126790,L3HYPDH,ENSMUSG00000019718,L3hypdh,ortholog_one2one,1
ENSG00000171097,KYAT1,ENSMUSG00000039648,Kyat1,ortholog_one2one,1
ENSG00000175324,LSM1,ENSMUSG00000037296,Lsm1,ortholog_one2one,1
ENSG00000138709,LARP1B,ENSMUSG00000025762,Larp1b,ortholog_one2one,0
ENSG00000185565,LSAMP,ENSMUSG00000061080,Lsamp,ortholog_one2one,1
ENSG00000198910,L1CAM,ENSMUSG00000031391,L1cam,ortholog_one2one,1
ENSG00000133315,MACROD1,ENSMUSG00000036278,Macrod1,ortholog_one2one,1
ENSG00000133739,LRRCC1,ENSMUSG00000027550,Lrrcc1,ortholog_one2one,1
ENSG00000172954,LCLAT1,ENSMUSG00000054469,Lclat1,ortholog_one2one,1
ENSG00000130758,MAP3K10,ENSMUSG00000040390,Map3k10,ortholog_one2one,1
ENSG00000212916,MAP10,ENSMUSG00000050930,Map10,ortholog_one2one,0
ENSG00000140400,MAN2C1,ENSMUSG00000032295,Man2c1,ortholog_one2one,1
ENSG00000140859,KIFC3,ENSMUSG00000031788,Kifc3,ortholog_one2one,1
ENSG00000203786,KPRP,ENSMUSG00000059832,Kprp,ortholog_one2one,1
ENSG00000215906,LACTBL1,ENSMUSG00000070683,Lactbl1,ortholog_one2one,1
ENSG00000214113,LYRM4,ENSMUSG00000046573,Lyrm4,ortholog_one2one,1
ENSG00000001631,KRIT1,ENSMUSG00000000600,Krit1,ortholog_one2one,1
ENSG00000120549,KIAA1217,ENSMUSG00000036617,Etl4,ortholog_one2one,1
ENSG00000166816,LDHD,ENSMUSG00000031958,Ldhd,ortholog_one2one,1
ENSG00000198841,KTI12,ENSMUSG00000073775,Kti12,ortholog_one2one,1
ENSG00000114796,KLHL24,ENSMUSG00000062901,Klhl24,ortholog_one2one,1
ENSG00000154545,MAGED4,,,,NA
ENSG00000064042,LIMCH1,ENSMUSG00000037736,Limch1,ortholog_one2one,1
ENSG00000067082,KLF6,ENSMUSG00000000078,Klf6,ortholog_one2one,1
ENSG00000154237,LRRK1,ENSMUSG00000015133,Lrrk1,ortholog_one2one,1
ENSG00000183655,KLHL25,ENSMUSG00000055652,Klhl25,ortholog_one2one,1
ENSG00000167767,KRT80,ENSMUSG00000037185,Krt80,ortholog_one2one,1
ENSG00000138160,KIF11,ENSMUSG00000012443,Kif11,ortholog_one2one,1
ENSG00000188186,LAMTOR4,,,,NA
ENSG00000174996,KLC2,ENSMUSG00000024862,Klc2,ortholog_one2one,1
ENSG00000168301,KCTD6,ENSMUSG00000021752,Kctd6,ortholog_one2one,1
ENSG00000181085,MAPK15,ENSMUSG00000063704,Mapk15,ortholog_one2one,1
ENSG00000007392,LUC7L,ENSMUSG00000024188,Luc7l,ortholog_one2one,1
ENSG00000198920,KIAA0753,ENSMUSG00000020807,4933427D14Rik,ortholog_one2one,1
ENSG00000171533,MAP6,ENSMUSG00000055407,Map6,ortholog_one2one,1
ENSG00000120733,KDM3B,ENSMUSG00000038773,Kdm3b,ortholog_one2one,1
ENSG00000196169,KIF19,ENSMUSG00000010021,Kif19a,ortholog_one2one,1
ENSG00000185760,KCNQ5,ENSMUSG00000028033,Kcnq5,ortholog_one2one,1
ENSG00000156486,KCNS2,ENSMUSG00000050963,Kcns2,ortholog_one2one,1
ENSG00000144791,LIMD1,ENSMUSG00000025239,Limd1,ortholog_one2one,1
ENSG00000180155,LYNX1,ENSMUSG00000075605,Slurp2,ortholog_one2one,0
ENSG00000165379,LRFN5,ENSMUSG00000035653,Lrfn5,ortholog_one2one,1
ENSG00000129250,KIF1C,ENSMUSG00000020821,Kif1c,ortholog_one2one,1
ENSG00000163808,KIF15,ENSMUSG00000036768,Kif15,ortholog_one2one,1
ENSG00000126243,LRFN3,ENSMUSG00000036957,Lrfn3,ortholog_one2one,1
ENSG00000130479,MAP1S,ENSMUSG00000019261,Map1s,ortholog_one2one,1
ENSG00000107816,LZTS2,ENSMUSG00000035342,Lzts2,ortholog_one2one,1
ENSG00000087299,L2HGDH,ENSMUSG00000020988,L2hgdh,ortholog_one2one,1
ENSG00000167916,KRT24,ENSMUSG00000020913,Krt24,ortholog_one2one,1
ENSG00000156959,LHFPL4,ENSMUSG00000042873,Lhfpl4,ortholog_one2one,1
ENSG00000122778,KIAA1549,ENSMUSG00000063455,D630045J12Rik,ortholog_one2one,1
ENSG00000145012,LPP,ENSMUSG00000033306,Lpp,ortholog_one2one,1
ENSG00000164187,LMBRD2,ENSMUSG00000039704,Lmbrd2,ortholog_one2one,1
ENSG00000186687,LYRM7,ENSMUSG00000020268,Lyrm7,ortholog_one2one,1
ENSG00000151657,KIN,ENSMUSG00000037262,Kin,ortholog_one2one,1
ENSG00000091136,LAMB1,ENSMUSG00000002900,Lamb1,ortholog_one2one,1
ENSG00000205420,KRT6A,ENSMUSG00000023041,Krt6b,ortholog_many2many,0
ENSG00000205420,KRT6A,ENSMUSG00000058354,Krt6a,ortholog_many2many,1
ENSG00000205420,KRT6A,ENSMUSG00000064232,Gm5414,ortholog_many2many,1
ENSG00000114988,LMAN2L,ENSMUSG00000001143,Lman2l,ortholog_one2one,1
ENSG00000148356,LRSAM1,ENSMUSG00000026792,Lrsam1,ortholog_one2one,1
ENSG00000103642,LACTB,ENSMUSG00000032370,Lactb,ortholog_one2one,1
ENSG00000104863,LIN7B,ENSMUSG00000003872,Lin7b,ortholog_one2one,1
ENSG00000070018,LRP6,ENSMUSG00000030201,Lrp6,ortholog_one2one,1
ENSG00000061337,LZTS1,ENSMUSG00000036306,Lzts1,ortholog_one2one,1
ENSG00000127663,KDM4B,ENSMUSG00000024201,Kdm4b,ortholog_one2one,1
ENSG00000126214,KLC1,ENSMUSG00000021288,Klc1,ortholog_one2one,1
ENSG00000135643,KCNMB4,ENSMUSG00000054934,Kcnmb4,ortholog_one2one,1
ENSG00000133703,KRAS,ENSMUSG00000030265,Kras,ortholog_one2one,1
ENSG00000205629,LCMT1,ENSMUSG00000030763,Lcmt1,ortholog_one2one,1
ENSG00000005156,LIG3,ENSMUSG00000020697,Lig3,ortholog_one2one,1
ENSG00000108231,LGI1,ENSMUSG00000067242,Lgi1,ortholog_one2one,1
ENSG00000186231,KLHL32,ENSMUSG00000040387,Klhl32,ortholog_one2one,1
ENSG00000106683,LIMK1,ENSMUSG00000029674,Limk1,ortholog_one2one,1
ENSG00000165046,LETM2,ENSMUSG00000037363,Letm2,ortholog_one2one,1
ENSG00000176956,LY6H,ENSMUSG00000022577,Ly6h,ortholog_one2one,1
ENSG00000171798,KNDC1,ENSMUSG00000066129,Kndc1,ortholog_one2one,1
ENSG00000162972,MAIP1,ENSMUSG00000025971,Maip1,ortholog_one2one,1
ENSG00000168672,LRATD2,ENSMUSG00000072568,Lratd2,ortholog_one2one,1
ENSG00000068796,KIF2A,ENSMUSG00000021693,Kif2a,ortholog_one2one,1
ENSG00000204052,LRRC73,ENSMUSG00000071073,Lrrc73,ortholog_one2one,1
ENSG00000197442,MAP3K5,ENSMUSG00000071369,Map3k5,ortholog_one2one,1
ENSG00000108424,KPNB1,ENSMUSG00000001440,Kpnb1,ortholog_one2one,1
ENSG00000137821,LRRC49,ENSMUSG00000047766,Lrrc49,ortholog_one2one,1
ENSG00000174943,KCTD13,ENSMUSG00000030685,Kctd13,ortholog_one2one,1
ENSG00000181016,LSMEM1,ENSMUSG00000071342,Lsmem1,ortholog_one2one,1
ENSG00000198954,KIFBP,ENSMUSG00000036955,Kifbp,ortholog_one2one,1
ENSG00000156113,KCNMA1,ENSMUSG00000063142,Kcnma1,ortholog_one2one,1
ENSG00000166159,LRTM2,ENSMUSG00000055003,Lrtm2,ortholog_one2one,1
ENSG00000138182,KIF20B,ENSMUSG00000024795,Kif20b,ortholog_one2one,1
ENSG00000168116,KIAA1586,,,,NA
ENSG00000138834,MAPK8IP3,ENSMUSG00000024163,Mapk8ip3,ortholog_one2one,1
ENSG00000182481,KPNA2,ENSMUSG00000066878,Kpna2rt,ortholog_one2many,0
ENSG00000182481,KPNA2,ENSMUSG00000018362,Kpna2,ortholog_one2many,1
ENSG00000164715,LMTK2,ENSMUSG00000038970,Lmtk2,ortholog_one2one,1
ENSG00000176454,LPCAT4,ENSMUSG00000027134,Lpcat4,ortholog_one2one,1
ENSG00000128534,LSM8,ENSMUSG00000044155,Lsm8,ortholog_one2one,1
ENSG00000170759,KIF5B,ENSMUSG00000006740,Kif5b,ortholog_one2one,1
ENSG00000170871,KIAA0232,ENSMUSG00000029190,D5Ertd579e,ortholog_one2one,1
ENSG00000170484,KRT74,,,,NA
ENSG00000135709,KIAA0513,ENSMUSG00000031824,6430548M08Rik,ortholog_one2one,1
ENSG00000073350,LLGL2,ENSMUSG00000020782,Llgl2,ortholog_one2one,1
ENSG00000155858,LSM11,ENSMUSG00000044847,Lsm11,ortholog_one2one,1
ENSG00000183783,KCTD8,ENSMUSG00000037653,Kctd8,ortholog_one2one,1
ENSG00000163428,LRRC58,ENSMUSG00000034158,Lrrc58,ortholog_one2one,1
ENSG00000108679,LGALS3BP,ENSMUSG00000033880,Lgals3bp,ortholog_one2one,1
ENSG00000160349,LCN1,,,,NA
ENSG00000180834,MAP6D1,ENSMUSG00000041205,Map6d1,ortholog_one2one,1
ENSG00000131773,KHDRBS3,ENSMUSG00000022332,Khdrbs3,ortholog_one2one,1
ENSG00000161654,LSM12,ENSMUSG00000020922,Lsm12,ortholog_one2one,1
ENSG00000111052,LIN7A,ENSMUSG00000019906,Lin7a,ortholog_one2one,1
ENSG00000126934,MAP2K2,ENSMUSG00000035027,Map2k2,ortholog_one2one,1
ENSG00000002834,LASP1,ENSMUSG00000038366,Lasp1,ortholog_one2one,1
ENSG00000066557,LRRC40,ENSMUSG00000063052,Lrrc40,ortholog_one2one,1
ENSG00000111057,KRT18,ENSMUSG00000023043,Krt18,ortholog_one2one,1
ENSG00000006432,MAP3K9,ENSMUSG00000042724,Map3k9,ortholog_one2one,1
ENSG00000157978,LDLRAP1,ENSMUSG00000037295,Ldlrap1,ortholog_one2one,1
ENSG00000155530,LRGUK,ENSMUSG00000056215,Lrguk,ortholog_one2one,0
ENSG00000181751,MACIR,ENSMUSG00000044768,Macir,ortholog_one2one,1
ENSG00000076984,MAP2K7,ENSMUSG00000002948,Map2k7,ortholog_one2one,1
ENSG00000107643,MAPK8,ENSMUSG00000021936,Mapk8,ortholog_one2one,1
ENSG00000165185,KIAA1958,ENSMUSG00000045071,E130308A19Rik,ortholog_one2one,1
ENSG00000102910,LONP2,ENSMUSG00000047866,Lonp2,ortholog_one2one,1
ENSG00000110514,MADD,ENSMUSG00000040687,Madd,ortholog_one2one,1
ENSG00000079999,KEAP1,ENSMUSG00000003308,Keap1,ortholog_one2one,1
ENSG00000088247,KHSRP,ENSMUSG00000007670,Khsrp,ortholog_one2one,1
ENSG00000198739,LRRTM3,ENSMUSG00000042846,Lrrtm3,ortholog_one2one,1
ENSG00000113368,LMNB1,ENSMUSG00000024590,Lmnb1,ortholog_one2one,1
ENSG00000151276,MAGI1,ENSMUSG00000045095,Magi1,ortholog_one2one,1
ENSG00000204392,LSM2,ENSMUSG00000007050,Lsm2,ortholog_one2one,1
ENSG00000169744,LDB2,ENSMUSG00000039706,Ldb2,ortholog_one2one,1
ENSG00000118058,KMT2A,ENSMUSG00000002028,Kmt2a,ortholog_one2one,1
ENSG00000198121,LPAR1,ENSMUSG00000038668,Lpar1,ortholog_one2one,1
ENSG00000196911,KPNA5,,,,NA
ENSG00000137261,KIAA0319,ENSMUSG00000006711,D130043K22Rik,ortholog_one2one,1
ENSG00000145050,MANF,ENSMUSG00000032575,Manf,ortholog_one2one,1
ENSG00000182866,LCK,ENSMUSG00000000409,Lck,ortholog_one2one,1
ENSG00000108829,LRRC59,ENSMUSG00000020869,Lrrc59,ortholog_one2one,1
ENSG00000186638,KIF24,ENSMUSG00000028438,Kif24,ortholog_one2one,1
ENSG00000188997,KCTD21,ENSMUSG00000044952,Kctd21,ortholog_one2one,1
ENSG00000084731,KIF3C,ENSMUSG00000020668,Kif3c,ortholog_one2one,1
ENSG00000054523,KIF1B,ENSMUSG00000063077,Kif1b,ortholog_one2one,1
ENSG00000135338,LCA5,ENSMUSG00000032258,Lca5,ortholog_one2one,1
ENSG00000167487,KLHL26,ENSMUSG00000055707,Klhl26,ortholog_one2one,1
ENSG00000198909,MAP3K3,ENSMUSG00000020700,Map3k3,ortholog_one2one,1
ENSG00000198589,LRBA,ENSMUSG00000028080,Lrba,ortholog_one2one,1
ENSG00000130764,LRRC47,ENSMUSG00000029028,Lrrc47,ortholog_one2one,1
ENSG00000173114,LRRN3,ENSMUSG00000036295,Lrrn3,ortholog_one2one,1
ENSG00000050748,MAPK9,ENSMUSG00000020366,Mapk9,ortholog_one2one,1
ENSG00000110427,KIAA1549L,ENSMUSG00000068373,D430041D05Rik,ortholog_one2one,1
ENSG00000131409,LRRC4B,ENSMUSG00000047085,Lrrc4b,ortholog_one2one,1
ENSG00000077454,LRCH4,ENSMUSG00000093445,Lrch4,ortholog_one2one,1
ENSG00000155980,KIF5A,ENSMUSG00000074657,Kif5a,ortholog_one2one,1
ENSG00000169223,LMAN2,ENSMUSG00000021484,Lman2,ortholog_one2one,1
ENSG00000146006,LRRTM2,ENSMUSG00000071862,Lrrtm2,ortholog_one2one,1
ENSG00000104892,KLC3,ENSMUSG00000040714,Klc3,ortholog_one2one,1
ENSG00000124831,LRRFIP1,ENSMUSG00000026305,Lrrfip1,ortholog_one2one,0
ENSG00000137269,LRRC1,ENSMUSG00000032352,Lrrc1,ortholog_one2one,1
ENSG00000174106,LEMD3,ENSMUSG00000048661,Lemd3,ortholog_one2one,1
ENSG00000232859,LYRM9,ENSMUSG00000072640,Lyrm9,ortholog_one2one,1
ENSG00000100441,KHNYN,ENSMUSG00000047153,Khnyn,ortholog_one2one,1
ENSG00000178502,KLHL11,ENSMUSG00000048732,Klhl11,ortholog_one2one,1
ENSG00000196859,KRT39,ENSMUSG00000064165,Krt39,ortholog_one2one,1
ENSG00000178177,LCORL,ENSMUSG00000015882,Lcorl,ortholog_one2one,1
ENSG00000171403,KRT9,ENSMUSG00000051617,Krt9,ortholog_one2one,1
ENSG00000111716,LDHB,ENSMUSG00000030246,Ldhb,ortholog_one2one,1
ENSG00000085511,MAP3K4,ENSMUSG00000014426,Map3k4,ortholog_one2one,1
ENSG00000153902,LGI4,ENSMUSG00000036560,Lgi4,ortholog_one2one,1
ENSG00000011566,MAP4K3,ENSMUSG00000024242,Map4k3,ortholog_one2one,1
ENSG00000109466,KLHL2,ENSMUSG00000031605,Klhl2,ortholog_one2one,1
ENSG00000164627,KIF6,ENSMUSG00000023999,Kif6,ortholog_one2one,1
ENSG00000186847,KRT14,ENSMUSG00000045545,Krt14,ortholog_one2one,1
ENSG00000196569,LAMA2,ENSMUSG00000019899,Lama2,ortholog_one2one,1
ENSG00000176619,LMNB2,ENSMUSG00000062075,Lmnb2,ortholog_one2one,1
ENSG00000176809,LRRC37A3,ENSMUSG00000078632,Lrrc37a,ortholog_many2many,0
ENSG00000176809,LRRC37A3,ENSMUSG00000034239,Lrrc37,ortholog_many2many,0
ENSG00000137177,KIF13A,ENSMUSG00000021375,Kif13a,ortholog_one2one,1
ENSG00000109339,MAPK10,ENSMUSG00000046709,Mapk10,ortholog_one2one,1
ENSG00000139292,LGR5,ENSMUSG00000020140,Lgr5,ortholog_one2one,1
ENSG00000172731,LRRC20,ENSMUSG00000037151,Lrrc20,ortholog_one2one,1
ENSG00000156564,LRFN2,ENSMUSG00000040490,Lrfn2,ortholog_one2one,1
ENSG00000130294,KIF1A,ENSMUSG00000014602,Kif1a,ortholog_one2one,1
ENSG00000142687,KIAA0319L,ENSMUSG00000028830,AU040320,ortholog_one2one,1
ENSG00000025800,KPNA6,ENSMUSG00000003731,Kpna6,ortholog_one2one,1
ENSG00000108984,MAP2K6,ENSMUSG00000020623,Map2k6,ortholog_one2one,1
ENSG00000146021,KLHL3,ENSMUSG00000014164,Klhl3,ortholog_one2one,1
ENSG00000002549,LAP3,ENSMUSG00000039682,Lap3,ortholog_one2one,1
ENSG00000111144,LTA4H,ENSMUSG00000015889,Lta4h,ortholog_one2one,1
ENSG00000130332,LSM7,ENSMUSG00000035215,Lsm7,ortholog_one2one,1
ENSG00000171401,KRT13,,,,NA
ENSG00000090382,LYZ,ENSMUSG00000069516,Lyz2,ortholog_one2many,1
ENSG00000090382,LYZ,ENSMUSG00000069515,Lyz1,ortholog_one2many,1
ENSG00000113648,MACROH2A1,ENSMUSG00000015937,Macroh2a1,ortholog_one2one,1
ENSG00000144749,LRIG1,ENSMUSG00000030029,Lrig1,ortholog_one2one,1
ENSG00000145220,LYAR,ENSMUSG00000067367,Lyar,ortholog_one2one,1
ENSG00000185909,KLHDC8B,ENSMUSG00000032609,Klhdc8b,ortholog_one2one,1
ENSG00000073803,MAP3K13,ENSMUSG00000033618,Map3k13,ortholog_one2one,1
ENSG00000153012,LGI2,ENSMUSG00000039252,Lgi2,ortholog_one2one,1
ENSG00000155506,LARP1,ENSMUSG00000037331,Larp1,ortholog_one2one,1
ENSG00000163155,LYSMD1,ENSMUSG00000053769,Lysmd1,ortholog_one2one,1
ENSG00000113441,LNPEP,ENSMUSG00000023845,Lnpep,ortholog_one2one,1
ENSG00000065559,MAP2K4,ENSMUSG00000033352,Map2k4,ortholog_one2one,1
ENSG00000119862,LGALSL,ENSMUSG00000042363,Lgalsl,ortholog_one2many,1
ENSG00000119862,LGALSL,ENSMUSG00000048398,Lgalsl2,ortholog_one2many,0
ENSG00000131711,MAP1B,ENSMUSG00000052727,Map1b,ortholog_one2one,1
ENSG00000153395,LPCAT1,ENSMUSG00000021608,Lpcat1,ortholog_one2one,1
ENSG00000050426,LETMD1,ENSMUSG00000037353,Letmd1,ortholog_one2one,1
ENSG00000172037,LAMB2,ENSMUSG00000052911,Lamb2,ortholog_one2one,1
ENSG00000113594,LIFR,ENSMUSG00000054263,Lifr,ortholog_one2one,1
ENSG00000133067,LGR6,ENSMUSG00000042793,Lgr6,ortholog_one2one,1
ENSG00000187242,KRT12,ENSMUSG00000020912,Krt12,ortholog_one2one,1
ENSG00000169756,LIMS1,ENSMUSG00000019920,Lims1,ortholog_one2many,1
ENSG00000162981,LRATD1,ENSMUSG00000020607,Lratd1,ortholog_one2one,1
ENSG00000121653,MAPK8IP1,ENSMUSG00000027223,Mapk8ip1,ortholog_one2one,1
ENSG00000129911,KLF16,ENSMUSG00000035397,Klf16,ortholog_one2one,1
ENSG00000115365,LANCL1,ENSMUSG00000026000,Lancl1,ortholog_one2one,1
ENSG00000071054,MAP4K4,ENSMUSG00000026074,Map4k4,ortholog_one2one,1
ENSG00000093167,LRRFIP2,ENSMUSG00000032497,Lrrfip2,ortholog_one2one,1
ENSG00000135480,KRT7,ENSMUSG00000023039,Krt7,ortholog_one2one,1
ENSG00000002822,MAD1L1,ENSMUSG00000029554,Mad1l1,ortholog_one2one,1
ENSG00000163431,LMOD1,ENSMUSG00000048096,Lmod1,ortholog_one2one,1
ENSG00000111684,LPCAT3,ENSMUSG00000004270,Lpcat3,ortholog_one2one,1
ENSG00000005483,KMT2E,ENSMUSG00000029004,Kmt2e,ortholog_one2one,1
ENSG00000204381,LAYN,ENSMUSG00000060594,Layn,ortholog_one2one,1
ENSG00000116871,MAP7D1,ENSMUSG00000028849,Map7d1,ortholog_one2one,1
ENSG00000133706,LARS1,ENSMUSG00000024493,Lars1,ortholog_one2one,1
ENSG00000170500,LONRF2,ENSMUSG00000048814,Lonrf2,ortholog_one2one,1
ENSG00000034152,MAP2K3,ENSMUSG00000018932,Map2k3,ortholog_one2one,1
ENSG00000134313,KIDINS220,ENSMUSG00000036333,Kidins220,ortholog_one2one,1
ENSG00000167548,KMT2D,ENSMUSG00000048154,Kmt2d,ortholog_one2one,1
ENSG00000128607,KLHDC10,ENSMUSG00000029775,Klhdc10,ortholog_one2one,1
ENSG00000139625,MAP3K12,ENSMUSG00000023050,Map3k12,ortholog_one2one,1
ENSG00000171357,LURAP1,ENSMUSG00000028701,Lurap1,ortholog_one2one,1
ENSG00000183775,KCTD16,ENSMUSG00000051401,Kctd16,ortholog_one2one,1
ENSG00000087448,KLHL42,ENSMUSG00000040102,Klhl42,ortholog_one2one,1
ENSG00000213424,KRT222,ENSMUSG00000035849,Krt222,ortholog_one2one,1
ENSG00000182329,KIAA2012,ENSMUSG00000047361,Gm973,ortholog_one2one,1
ENSG00000186185,KIF18B,ENSMUSG00000051378,Kif18b,ortholog_one2one,1
ENSG00000168961,LGALS9,,,,NA
ENSG00000168280,KIF5C,ENSMUSG00000026764,Kif5c,ortholog_one2one,1
ENSG00000176601,MAP3K19,ENSMUSG00000051590,Map3k19,ortholog_one2one,1
ENSG00000135413,LACRT,,,,NA
ENSG00000108848,LUC7L3,ENSMUSG00000020863,Luc7l3,ortholog_one2one,1
ENSG00000166484,MAPK7,ENSMUSG00000001034,Mapk7,ortholog_one2one,1
ENSG00000139116,KIF21A,ENSMUSG00000022629,Kif21a,ortholog_one2one,1
ENSG00000118961,LDAH,ENSMUSG00000037669,Ldah,ortholog_one2one,1
ENSG00000169683,LRRC45,ENSMUSG00000025145,Lrrc45,ortholog_one2one,1
