Gene,WT_10,WT_12,WT_7,WT_8,mC4_4,mC4_5,mC4_6,mC4_7
ENSMUSG00000081402.4,8,9,17,8,7,7,4,7
ENSMUSG00000042182.16,11481,9249,13356,9821,11945,14884,14413,13289
ENSMUSG00000104416.1,0,4,2,5,2,0,0,0
ENSMUSG00000026131.20,28284,22970,31527,31090,31374,41575,34672,45006
ENSMUSG00000103596.1,0,0,0,0,0,0,0,0
ENSMUSG00000099382.1,0,0,0,0,0,0,0,0
ENSMUSG00000084506.1,0,0,0,0,0,0,0,0
ENSMUSG00000103364.1,8,1,2,5,0,5,7,1
ENSMUSG00000105982.1,0,0,0,0,0,0,0,0
ENSMUSG00000096992.3,15,2,9,1,6,13,9,8
ENSMUSG00000103001.1,0,0,0,0,0,0,0,0
ENSMUSG00000104397.1,0,0,4,2,3,0,2,0
ENSMUSG00000102839.1,0,0,0,1,0,0,0,0
ENSMUSG00000101206.1,0,0,0,0,0,0,0,1
ENSMUSG00000101462.2,43,57,37,61,64,64,67,86
ENSMUSG00000102336.1,238,222,293,318,331,377,443,575
ENSMUSG00000092852.1,0,0,0,0,0,0,0,0
ENSMUSG00000042111.9,1393,1322,1757,1459,1558,2009,1969,1765
ENSMUSG00000101711.1,6,4,4,6,0,2,0,1
ENSMUSG00000026127.13,1646,1404,1830,1597,1750,2268,2299,2227
ENSMUSG00000026126.15,14,17,33,28,33,28,24,24
ENSMUSG00000100280.2,14,7,4,13,5,13,7,1
ENSMUSG00000101223.6,5,0,1,0,2,9,0,10
ENSMUSG00000026125.9,0,0,0,3,2,0,0,1
ENSMUSG00000101116.1,0,0,0,0,0,0,0,0
ENSMUSG00000026124.4,0,0,0,0,0,0,0,0
ENSMUSG00000101803.1,0,0,0,0,0,0,0,0
ENSMUSG00000037529.13,0,0,0,0,0,0,0,0
ENSMUSG00000045815.4,2,0,0,4,0,0,4,0
ENSMUSG00000045174.10,3929,3913,4887,3945,3774,5376,5336,4654
ENSMUSG00000100524.1,0,0,0,0,0,0,0,1
ENSMUSG00000102499.1,0,1,0,0,0,0,0,0
ENSMUSG00000103521.1,2,0,0,0,0,0,0,0
ENSMUSG00000104098.1,0,0,0,0,0,0,0,0
ENSMUSG00000037509.21,11383,10697,14765,10636,11924,14431,15635,14348
ENSMUSG00000102537.1,0,1,0,0,0,0,0,0
ENSMUSG00000102612.1,0,1,0,0,0,0,0,0
ENSMUSG00000118272.1,0,0,0,0,0,0,0,0
ENSMUSG00000104002.2,60,44,48,55,26,54,57,34
ENSMUSG00000037503.12,35301,27853,41440,33589,37622,45002,48051,47524
ENSMUSG00000104358.1,14,12,18,5,20,20,26,10
ENSMUSG00000026123.11,21212,18303,24284,19050,20475,27864,28863,25026
ENSMUSG00000103716.1,0,0,0,0,0,1,2,0
ENSMUSG00000103548.1,4,0,4,0,2,0,2,0
ENSMUSG00000103760.1,0,0,2,0,0,0,0,1
ENSMUSG00000103997.1,0,0,0,0,0,0,0,0
ENSMUSG00000077231.1,0,0,0,0,0,0,0,0
ENSMUSG00000104417.1,4,0,0,0,2,1,0,2
ENSMUSG00000064601.1,0,0,0,0,0,0,0,0
ENSMUSG00000101714.1,0,0,0,0,0,0,0,0
ENSMUSG00000102531.1,14,12,38,27,8,47,29,30
ENSMUSG00000103096.1,0,0,0,0,0,0,0,0
ENSMUSG00000102279.1,0,0,0,0,0,0,0,0
ENSMUSG00000103708.1,3,0,2,3,1,0,2,0
ENSMUSG00000104201.1,0,0,0,0,0,0,0,0
ENSMUSG00000102434.1,0,0,0,0,2,1,2,2
ENSMUSG00000045216.7,4059,3516,4886,4412,4386,5690,5765,5396
ENSMUSG00000104523.1,0,0,0,0,0,0,0,0
ENSMUSG00000102202.1,21,8,27,7,26,20,30,16
ENSMUSG00000037470.14,6397,4942,6182,5389,6547,8990,8470,8826
ENSMUSG00000098752.1,0,0,0,0,0,0,0,0
ENSMUSG00000047180.8,60,25,45,44,37,30,22,24
ENSMUSG00000037447.16,694,645,929,568,703,918,1003,880
ENSMUSG00000102762.1,0,0,0,0,0,0,0,1
ENSMUSG00000010453.12,5274,5114,6475,5030,5657,7688,7225,6520
ENSMUSG00000098680.1,0,0,0,0,0,0,0,0
ENSMUSG00000037432.15,459,518,526,421,610,758,815,751
ENSMUSG00000001143.13,2020,2410,2827,2237,2632,3439,3736,3442
ENSMUSG00000037408.10,1144,853,1247,1084,1013,1382,1511,1229
ENSMUSG00000104316.1,12,4,2,0,0,0,1,1
ENSMUSG00000106081.1,0,0,0,0,0,0,0,0
ENSMUSG00000001138.13,2114,1954,2441,1882,1897,2558,2851,2493
ENSMUSG00000102845.1,0,0,0,0,0,0,0,0
ENSMUSG00000067653.12,8,16,5,27,3,18,11,14
ENSMUSG00000109510.1,0,0,0,0,0,0,0,0
ENSMUSG00000079610.9,581,552,784,632,567,799,816,608
ENSMUSG00000026121.13,950,820,1144,863,1042,1587,1490,1417
ENSMUSG00000087589.3,128,72,134,130,118,181,131,128
ENSMUSG00000046337.17,8,0,6,2,25,8,7,0
ENSMUSG00000089906.1,0,3,5,0,1,1,0,0
ENSMUSG00000077939.1,0,0,0,0,0,0,0,0
ENSMUSG00000061518.11,7286,6548,9915,7536,9439,11445,11981,9921
ENSMUSG00000037351.9,36043,27764,35094,32491,31411,44638,43387,39358
ENSMUSG00000102416.4,31,36,46,49,22,40,67,40
ENSMUSG00000104237.1,52,38,36,44,40,61,55,57
ENSMUSG00000026117.10,74,92,84,69,77,108,121,104
ENSMUSG00000097291.1,0,0,1,2,1,0,0,0
ENSMUSG00000026116.11,7136,5701,8061,7456,7261,9821,9548,9480
ENSMUSG00000103016.1,0,0,0,0,0,0,0,1
ENSMUSG00000102930.1,1,2,0,0,0,0,0,0
ENSMUSG00000103159.1,0,4,0,0,0,0,0,0
ENSMUSG00000080054.3,0,4,0,1,1,0,3,2
ENSMUSG00000095944.1,0,0,0,0,0,0,0,0
ENSMUSG00000050122.19,78,110,127,102,100,112,205,176
ENSMUSG00000103603.1,4,4,8,8,11,23,16,8
ENSMUSG00000026114.14,29,33,37,34,17,29,45,25
ENSMUSG00000102231.1,0,0,0,0,0,0,0,1
ENSMUSG00000026113.17,16813,13770,18600,16462,16254,21831,22201,23385
ENSMUSG00000086064.1,6,0,0,0,0,0,0,0
ENSMUSG00000102879.1,0,0,0,0,0,0,0,0
ENSMUSG00000026112.7,9730,7432,12065,8963,10247,11889,14060,12334
ENSMUSG00000026111.15,2001,1646,2115,1768,2144,2977,2709,2344
ENSMUSG00000026110.15,3331,2807,4139,3419,3518,4645,4861,4342
ENSMUSG00000103948.1,4,4,0,0,0,0,0,0
ENSMUSG00000087233.1,0,0,1,0,0,0,0,0
ENSMUSG00000026090.16,20934,21025,27689,21840,17256,26779,24710,21181
ENSMUSG00000089767.1,5,23,35,11,12,27,19,17
ENSMUSG00000104365.1,3,3,2,0,3,2,3,2
ENSMUSG00000102650.1,0,0,2,0,0,2,0,0
ENSMUSG00000060771.14,1033,916,1162,1104,1130,1858,1583,1586
ENSMUSG00000097268.1,319,310,421,359,348,449,457,380
ENSMUSG00000037216.5,305,313,415,279,256,391,375,332
ENSMUSG00000026088.15,322,270,350,269,426,505,446,456
ENSMUSG00000026087.11,3507,3233,4018,3058,3621,4931,5031,4302
ENSMUSG00000061584.6,4,2,9,3,10,3,7,2
ENSMUSG00000087374.1,8,4,0,1,0,0,2,4
ENSMUSG00000026085.11,0,0,0,0,1,0,0,0
ENSMUSG00000089141.1,0,0,0,0,0,0,0,0
ENSMUSG00000058407.12,3306,2831,3725,3143,3503,4540,4632,4172
ENSMUSG00000026083.12,7182,6369,8996,6989,7999,11097,10499,9807
ENSMUSG00000026082.11,1273,1087,1617,1236,1355,1704,1613,1471
ENSMUSG00000103804.1,5,2,8,7,13,11,9,20
ENSMUSG00000102716.1,0,0,0,1,1,0,0,0
ENSMUSG00000037138.18,3729,3560,4799,3980,4610,6328,6661,6936
ENSMUSG00000085391.1,0,0,0,5,9,20,11,8
ENSMUSG00000085280.1,1,2,0,1,0,0,0,0
ENSMUSG00000087131.7,7,21,27,22,18,11,28,12
ENSMUSG00000102984.1,0,0,0,0,0,1,0,0
ENSMUSG00000102541.1,1,2,0,2,0,0,3,4
ENSMUSG00000103531.1,0,0,0,0,0,0,0,0
ENSMUSG00000048814.11,16164,14734,19485,16257,18436,25080,25585,25273
ENSMUSG00000026080.13,6355,5352,7073,5970,6356,8542,8842,7478
ENSMUSG00000103647.1,1,0,0,0,2,0,0,0
ENSMUSG00000102447.1,1,0,0,0,1,0,0,0
ENSMUSG00000067604.8,0,0,0,0,0,4,4,0
ENSMUSG00000026078.10,1469,1290,1781,1158,1496,2204,2186,1936
ENSMUSG00000103046.1,31,25,22,28,12,12,7,15
ENSMUSG00000104188.1,0,0,0,0,0,0,0,2
ENSMUSG00000103182.1,0,0,0,0,0,1,2,0
ENSMUSG00000098833.1,0,0,0,0,0,0,0,0
ENSMUSG00000026077.15,3521,3025,4399,3889,4701,5893,5829,5593
ENSMUSG00000092553.1,0,5,0,0,0,0,2,0
ENSMUSG00000092563.1,1,5,9,2,5,1,4,3
ENSMUSG00000073702.11,9792,9210,12592,9248,10310,13697,14194,12096
ENSMUSG00000003134.10,1165,914,1146,1169,1208,1591,1854,1862
ENSMUSG00000102607.1,0,2,0,0,0,0,0,0
ENSMUSG00000065629.2,0,0,0,0,0,0,0,0
ENSMUSG00000104827.1,0,0,0,0,0,0,0,0
ENSMUSG00000003135.15,2107,1819,2294,1912,2251,3293,3192,2795
ENSMUSG00000085894.1,38,34,35,24,28,83,85,52
ENSMUSG00000077704.1,10,12,8,10,3,6,11,7
ENSMUSG00000048234.13,1182,1040,1468,1171,1478,1747,2012,1621
ENSMUSG00000064936.1,0,0,0,2,0,0,0,1
ENSMUSG00000102471.1,4,0,3,9,9,4,0,3
ENSMUSG00000050967.5,16420,12151,19034,16194,15059,23116,22767,21555
ENSMUSG00000097083.1,360,290,601,428,421,623,631,546
ENSMUSG00000057173.8,29,40,42,23,30,26,49,37
ENSMUSG00000091937.3,0,0,0,0,0,0,0,0
ENSMUSG00000101634.6,0,0,0,1,0,0,0,0
ENSMUSG00000026074.15,9064,7297,10213,8367,10729,12525,13286,12025
ENSMUSG00000102985.1,6,8,8,13,31,62,45,37
ENSMUSG00000026073.13,32,35,11,23,11,21,49,40
ENSMUSG00000097899.2,77,78,96,81,73,110,87,115
ENSMUSG00000102975.1,0,0,0,0,0,1,1,0
ENSMUSG00000026072.12,402,225,504,508,320,379,340,319
ENSMUSG00000103560.1,0,0,0,0,0,0,4,2
ENSMUSG00000070942.8,64,69,66,62,74,66,60,70
ENSMUSG00000103230.1,0,0,0,2,0,0,0,0
ENSMUSG00000026069.15,18,18,24,12,20,39,29,30
ENSMUSG00000026070.15,4,0,2,5,2,4,1,0
ENSMUSG00000026068.11,6,4,6,4,0,0,1,0
ENSMUSG00000104441.1,0,0,0,0,0,0,0,0
ENSMUSG00000026065.8,26,43,25,22,63,55,46,39
ENSMUSG00000102676.1,0,0,2,0,0,0,0,1
ENSMUSG00000026062.12,365,246,265,557,624,349,413,524
ENSMUSG00000103679.1,0,0,0,0,0,0,0,0
ENSMUSG00000103270.1,7,14,0,3,8,10,11,7
ENSMUSG00000041945.12,143,99,127,147,155,182,174,139
ENSMUSG00000079588.3,20,14,8,18,21,25,19,16
ENSMUSG00000094136.2,0,0,0,0,0,0,0,0
ENSMUSG00000104072.1,0,0,0,0,0,0,0,0
ENSMUSG00000100185.1,0,0,0,0,0,0,0,0
ENSMUSG00000100832.1,43,33,67,49,54,60,80,86
ENSMUSG00000100178.1,0,0,0,0,0,0,0,0
ENSMUSG00000101877.1,0,0,0,0,0,0,0,1
ENSMUSG00000053640.2,2,4,10,8,11,3,22,2
ENSMUSG00000101919.1,0,0,0,0,0,0,0,0
ENSMUSG00000101299.2,234,129,210,174,134,184,168,198
ENSMUSG00000100180.1,3,0,0,2,0,0,0,0
ENSMUSG00000103106.1,2,5,7,6,2,5,7,8
ENSMUSG00000060424.14,5398,4175,6288,4502,4466,5746,6135,5669
ENSMUSG00000104199.1,3,4,5,0,9,3,2,3
ENSMUSG00000093436.6,456,359,558,448,462,523,640,561
ENSMUSG00000045515.3,9403,7230,11346,8855,9465,11029,10781,10504
ENSMUSG00000097063.3,67,54,85,60,80,129,81,106
ENSMUSG00000099784.1,206,205,225,186,132,181,218,121
ENSMUSG00000060679.14,2061,1888,2200,1697,1868,2584,2345,2368
ENSMUSG00000077448.1,0,0,0,0,0,0,0,0
ENSMUSG00000041907.9,829,718,900,825,1003,1411,1292,1428
ENSMUSG00000089088.1,0,0,0,0,0,0,0,0
ENSMUSG00000070939.9,5171,3898,5898,4743,5152,6902,6576,6278
ENSMUSG00000100269.1,2,0,0,0,0,0,0,2
ENSMUSG00000041878.3,14,27,21,26,22,23,7,17
ENSMUSG00000010290.7,2414,1962,2882,2244,2749,3298,3477,3145
ENSMUSG00000008136.14,3227,2609,3705,3566,3292,4700,4850,4711
ENSMUSG00000094497.1,1871,2016,2310,1511,1920,2607,2792,2554
ENSMUSG00000099576.1,2,0,5,0,0,0,0,1
ENSMUSG00000099694.1,0,0,0,0,0,0,0,0
ENSMUSG00000101923.1,0,0,0,0,0,0,0,0
ENSMUSG00000066877.11,2304,2015,2992,2618,2722,3664,3809,3616
ENSMUSG00000103422.1,0,0,0,0,0,0,0,4
ENSMUSG00000103945.1,2,16,5,10,4,6,9,2
ENSMUSG00000026051.8,44,37,37,88,439,107,159,92
ENSMUSG00000100764.1,4,10,3,0,12,8,4,13
ENSMUSG00000100635.1,9,1,5,9,7,1,5,2
ENSMUSG00000100480.1,25,16,30,13,42,31,23,27
ENSMUSG00000057363.12,4776,4052,5101,4066,4537,6739,6574,5859
ENSMUSG00000090243.1,2,2,4,1,2,2,2,7
ENSMUSG00000100701.1,17,39,38,24,19,40,37,30
ENSMUSG00000101395.1,0,0,0,0,0,0,0,0
ENSMUSG00000088848.1,0,0,0,0,0,0,0,0
ENSMUSG00000095757.1,0,0,0,0,0,0,0,0
ENSMUSG00000041763.14,6019,4070,5598,4637,5400,8067,7515,7694
ENSMUSG00000047343.4,6,2,8,2,5,1,19,8
ENSMUSG00000090106.1,0,0,0,2,0,0,0,0
ENSMUSG00000091844.2,4,1,1,1,12,0,1,2
ENSMUSG00000026049.11,145,197,179,141,217,240,202,204
ENSMUSG00000101104.6,0,0,0,0,0,0,0,0
ENSMUSG00000026047.13,376,331,387,318,376,436,505,412
ENSMUSG00000041684.11,1861,1489,2142,1712,1899,2700,2612,2629
ENSMUSG00000026048.16,1658,1320,1701,1470,1451,1878,1730,1689
ENSMUSG00000046828.3,19,8,55,31,28,44,19,36
ENSMUSG00000089703.1,11,8,6,2,7,4,8,17
ENSMUSG00000100966.1,0,0,0,0,0,0,0,0
ENSMUSG00000100769.1,0,0,0,0,0,0,0,2
ENSMUSG00000101567.1,2,0,0,5,0,1,6,6
ENSMUSG00000056870.9,299,205,265,319,447,345,436,394
ENSMUSG00000102319.1,0,0,0,0,0,0,0,0
ENSMUSG00000089877.1,0,0,4,1,2,2,0,0
ENSMUSG00000101701.1,0,1,0,0,0,0,0,0
ENSMUSG00000103071.1,0,0,2,0,0,0,0,0
ENSMUSG00000100434.1,0,0,0,0,0,0,0,0
ENSMUSG00000100013.1,0,0,2,0,0,0,0,0
ENSMUSG00000101251.1,0,0,0,0,0,0,0,0
ENSMUSG00000101937.1,0,0,0,0,0,0,0,0
ENSMUSG00000026043.18,851,824,876,1824,3028,2018,2043,2454
ENSMUSG00000105211.1,0,0,0,0,0,0,0,0
ENSMUSG00000026042.16,330,407,427,804,735,688,695,728
ENSMUSG00000104476.1,0,0,0,0,0,0,1,0
ENSMUSG00000100218.1,0,0,0,0,0,0,0,1
ENSMUSG00000100361.1,0,2,0,0,0,0,0,0
ENSMUSG00000100894.1,0,0,0,0,0,0,0,0
ENSMUSG00000095121.1,0,0,0,0,0,0,0,0
ENSMUSG00000065255.1,0,0,0,0,0,0,0,0
ENSMUSG00000100843.1,0,1,0,0,1,0,1,0
ENSMUSG00000087764.1,0,0,0,0,0,0,0,0
ENSMUSG00000025995.16,1756,1534,1873,1608,1981,2602,2558,2578
ENSMUSG00000099850.1,0,0,1,0,0,0,0,0
ENSMUSG00000084817.3,41,43,42,42,44,58,69,60
ENSMUSG00000098549.1,0,0,2,4,0,2,2,0
ENSMUSG00000099381.1,0,0,0,0,1,1,2,0
ENSMUSG00000025993.10,1462,880,1546,1384,1857,1911,2202,1826
ENSMUSG00000099946.1,1,0,0,0,0,0,2,0
ENSMUSG00000070896.2,0,0,6,0,0,0,0,0
ENSMUSG00000090682.4,0,0,0,2,0,2,0,0
ENSMUSG00000044457.8,0,0,0,0,0,0,0,0
ENSMUSG00000099432.1,0,0,0,0,0,0,0,1
ENSMUSG00000041144.11,110,143,180,136,154,127,134,148
ENSMUSG00000096047.1,0,0,0,0,0,0,0,0
ENSMUSG00000101262.1,18,34,25,35,25,29,30,33
ENSMUSG00000101337.6,254,320,445,327,253,399,444,365
ENSMUSG00000025986.6,26256,20898,31046,26393,29181,43000,44229,42432
ENSMUSG00000100213.1,123,121,177,119,153,224,204,149
ENSMUSG00000103129.1,0,0,0,0,0,0,0,0
ENSMUSG00000100160.1,3,0,3,6,4,4,7,14
ENSMUSG00000101921.1,0,0,0,0,0,0,0,0
ENSMUSG00000101447.1,2,0,1,2,0,2,1,0
ENSMUSG00000081185.1,2,9,10,8,2,6,7,8
ENSMUSG00000103246.1,0,0,0,0,1,0,0,0
ENSMUSG00000098876.1,0,0,1,0,0,0,1,0
ENSMUSG00000100530.1,0,0,0,0,0,0,0,1
ENSMUSG00000104067.1,0,4,6,0,0,0,0,0
ENSMUSG00000100033.1,27,29,24,44,28,59,55,39
ENSMUSG00000094968.1,0,0,0,0,0,0,0,1
ENSMUSG00000088017.1,0,0,0,0,0,0,0,0
ENSMUSG00000101996.1,0,0,0,0,0,0,0,0
ENSMUSG00000096973.1,0,0,2,0,0,0,1,0
ENSMUSG00000064943.1,0,0,0,0,0,0,0,0
ENSMUSG00000100866.1,0,0,0,0,0,0,0,0
ENSMUSG00000101721.1,0,0,0,0,0,0,0,0
ENSMUSG00000099376.1,0,0,0,0,0,0,0,0
ENSMUSG00000097883.1,0,0,0,0,0,1,0,1
ENSMUSG00000092790.1,0,0,0,0,0,0,0,0
ENSMUSG00000099698.1,0,0,0,0,0,0,0,0
ENSMUSG00000099454.1,0,0,0,0,0,0,0,0
ENSMUSG00000051616.14,0,0,1,0,0,0,0,0
ENSMUSG00000099627.1,2,0,0,0,0,0,0,0
ENSMUSG00000099577.1,0,0,1,0,0,0,0,0
ENSMUSG00000099882.1,0,0,0,0,0,0,0,0
ENSMUSG00000101760.1,0,0,0,0,0,0,0,0
ENSMUSG00000099608.1,0,0,0,0,0,0,0,0
ENSMUSG00000099864.1,0,0,0,0,0,0,0,0
ENSMUSG00000098249.1,0,0,0,0,0,0,0,0
ENSMUSG00000100451.1,0,0,0,0,0,0,0,0
ENSMUSG00000099941.1,0,0,0,0,0,0,0,0
ENSMUSG00000084531.1,0,0,0,0,0,0,0,0
ENSMUSG00000100816.1,0,0,0,0,0,0,0,0
ENSMUSG00000026109.14,4949,4672,6108,5660,5511,8778,9039,7320
ENSMUSG00000100671.1,0,0,0,0,0,0,0,0
ENSMUSG00000092906.1,0,0,0,0,0,0,0,0
ENSMUSG00000101242.1,0,0,1,0,3,1,0,0
ENSMUSG00000099924.1,4,0,2,2,7,3,4,4
ENSMUSG00000099625.1,7,4,3,6,6,4,11,7
ENSMUSG00000101799.1,39,54,43,47,26,69,40,62
ENSMUSG00000045954.7,815,542,888,884,845,809,805,903
ENSMUSG00000099741.1,2,10,0,0,4,2,4,2
ENSMUSG00000101702.1,2,2,0,2,1,1,0,0
ENSMUSG00000026107.11,1033,1015,1436,1255,1598,2014,2257,1931
ENSMUSG00000099413.1,4,0,5,3,2,3,2,4
ENSMUSG00000103424.1,0,1,0,0,0,0,0,0
ENSMUSG00000101741.1,6,2,7,12,6,1,4,0
ENSMUSG00000018417.14,4626,3074,4394,4323,4016,6308,5971,5324
ENSMUSG00000101724.1,0,0,0,0,2,0,2,1
ENSMUSG00000100313.1,2,2,0,0,0,3,0,0
ENSMUSG00000100696.1,4,0,0,0,0,1,1,2
ENSMUSG00000099135.1,1,0,0,0,0,0,0,0
ENSMUSG00000072324.4,2,1,0,3,0,0,0,0
ENSMUSG00000062939.11,150,63,67,81,65,136,110,80
ENSMUSG00000101628.1,0,0,0,0,0,1,0,3
ENSMUSG00000078291.1,0,1,2,0,1,3,0,1
ENSMUSG00000109599.1,59,27,64,19,31,32,40,54
ENSMUSG00000026104.14,604,513,667,590,633,722,747,755
ENSMUSG00000099569.1,0,0,0,0,0,0,0,0
ENSMUSG00000026103.14,37089,31034,40104,34885,36892,52831,52564,52068
ENSMUSG00000099648.1,0,0,0,0,0,0,0,0
ENSMUSG00000065192.1,0,0,0,0,0,0,0,0
ENSMUSG00000002881.14,1939,1658,2439,1987,2260,2958,2915,2721
ENSMUSG00000097833.1,0,0,0,2,0,4,1,3
ENSMUSG00000101501.1,2,2,1,0,0,2,4,5
ENSMUSG00000100120.1,0,0,2,4,3,0,3,4
ENSMUSG00000099878.1,0,2,0,0,0,0,0,0
ENSMUSG00000100007.1,40,38,80,34,3,54,1,28
ENSMUSG00000043015.15,236,196,279,255,257,323,304,306
ENSMUSG00000103630.1,9,5,14,32,30,36,46,38
ENSMUSG00000041439.15,8487,6595,9075,7800,8273,12687,12216,12103
ENSMUSG00000100302.1,0,0,0,0,0,0,2,0
ENSMUSG00000100230.1,0,4,1,0,1,16,0,16
ENSMUSG00000026102.9,2370,1762,2646,2234,2391,2952,3079,2712
ENSMUSG00000041426.12,1214,1086,1290,1018,1354,2406,1456,2163
ENSMUSG00000089802.1,0,0,0,0,0,0,0,0
ENSMUSG00000043629.12,873,764,875,784,925,1591,1323,1548
ENSMUSG00000026100.6,62,56,75,53,46,57,72,72
ENSMUSG00000089334.1,0,0,0,0,0,0,0,0
ENSMUSG00000060715.9,17,7,16,8,15,5,14,5
ENSMUSG00000026098.13,291,255,331,243,310,377,413,379
ENSMUSG00000100763.1,1,0,0,0,0,0,0,0
ENSMUSG00000026097.9,416,396,461,346,467,583,704,512
ENSMUSG00000100679.1,0,0,0,0,0,0,0,0
ENSMUSG00000026096.14,695,602,782,635,641,821,783,664
ENSMUSG00000099913.1,9,9,11,3,4,14,13,8
ENSMUSG00000101838.6,9,4,3,0,0,6,6,6
ENSMUSG00000026095.15,186,130,149,112,157,226,234,202
ENSMUSG00000117809.1,0,0,0,0,0,0,0,0
ENSMUSG00000100267.1,0,0,0,0,0,0,0,0
ENSMUSG00000099450.1,0,0,0,0,0,0,0,0
ENSMUSG00000100069.1,1,0,0,0,0,4,2,5
ENSMUSG00000096141.2,235,289,300,188,293,396,391,257
ENSMUSG00000092657.1,0,0,0,0,0,0,0,0
ENSMUSG00000026094.14,974,828,1141,790,1146,1214,1172,1249
ENSMUSG00000102405.1,0,0,0,0,0,0,0,0
ENSMUSG00000042807.15,6143,4049,5983,5660,5918,8071,6373,9779
ENSMUSG00000098443.1,0,0,0,0,0,0,0,0
ENSMUSG00000087949.1,0,0,0,0,0,0,0,0
ENSMUSG00000102868.1,0,0,0,0,0,0,0,0
ENSMUSG00000094013.1,1,5,6,3,0,2,8,4
ENSMUSG00000025983.11,8,1,12,7,4,3,4,2
ENSMUSG00000041303.7,3419,2707,3379,3096,3279,4621,4462,4726
ENSMUSG00000109809.1,2,2,4,4,4,1,0,0
ENSMUSG00000073678.4,4231,3537,5266,4871,4516,6303,6554,6303
ENSMUSG00000104136.1,0,0,3,0,2,0,4,2
ENSMUSG00000101130.1,2,0,0,0,0,0,0,0
ENSMUSG00000052331.14,1046,756,1100,989,837,1135,1246,1205
ENSMUSG00000101674.6,1,0,0,0,0,0,0,0
ENSMUSG00000102503.1,0,0,2,2,1,0,1,0
ENSMUSG00000089245.1,0,0,0,0,0,0,0,0
ENSMUSG00000102642.1,0,1,3,0,1,0,0,2
ENSMUSG00000025982.13,17412,14598,18188,16702,15637,22494,22323,20262
ENSMUSG00000103030.1,4,3,8,2,12,4,14,12
ENSMUSG00000025981.13,1395,1271,1559,1069,1816,2363,2498,2391
ENSMUSG00000101122.1,12,22,8,11,9,13,12,14
ENSMUSG00000025980.14,14389,11378,14105,11740,14631,20340,19735,18389
ENSMUSG00000073676.4,3614,2875,3612,2841,4413,5526,5346,5219
ENSMUSG00000100736.1,4,2,0,0,0,0,0,1
ENSMUSG00000089670.1,9,3,2,5,4,6,5,3
ENSMUSG00000025979.13,5454,4476,6304,4794,6445,8331,8641,8533
ENSMUSG00000061863.6,12,3,4,6,3,2,10,15
ENSMUSG00000025978.14,2224,1625,2964,2211,2551,2333,2982,2286
ENSMUSG00000097649.2,171,211,305,229,250,265,387,273
ENSMUSG00000046994.9,2004,1538,2423,2145,2429,3045,3063,3132
ENSMUSG00000025977.15,1,2,0,2,0,1,8,6
ENSMUSG00000100215.1,72,54,83,82,86,125,107,96
ENSMUSG00000101945.1,0,0,0,0,0,0,1,0
ENSMUSG00000101085.1,1,2,0,2,2,1,0,0
ENSMUSG00000038349.10,3575,2508,3792,3423,3568,4957,4726,5195
ENSMUSG00000102145.1,0,2,3,0,3,1,1,1
ENSMUSG00000100309.1,0,0,0,0,0,0,0,0
ENSMUSG00000102831.1,0,0,0,0,0,0,0,0
ENSMUSG00000099950.1,48,23,45,32,49,52,43,47
ENSMUSG00000102491.1,0,0,0,5,1,1,2,1
ENSMUSG00000100372.1,2,0,0,0,0,0,0,0
ENSMUSG00000100944.1,0,0,0,0,1,1,1,0
ENSMUSG00000101332.1,0,0,0,0,0,2,4,0
ENSMUSG00000045336.5,0,4,0,0,0,0,0,0
ENSMUSG00000038331.15,8695,6312,9575,9315,8498,13719,11352,12690
ENSMUSG00000087022.4,2319,1795,2755,2395,2227,3030,3226,2829
ENSMUSG00000104310.1,63,52,74,59,65,111,92,126
ENSMUSG00000094128.1,0,0,0,0,0,0,0,0
ENSMUSG00000099945.1,0,0,0,0,0,0,0,0
ENSMUSG00000101429.1,22,6,13,4,4,7,14,24
ENSMUSG00000101129.1,1,0,0,0,0,0,0,0
ENSMUSG00000097519.2,0,2,1,0,4,2,1,12
ENSMUSG00000038323.3,2219,1767,2647,1965,2505,3163,3408,2794
ENSMUSG00000048495.16,620,568,712,521,612,849,945,600
ENSMUSG00000025971.6,991,857,1025,801,966,1255,1458,1197
ENSMUSG00000077776.1,0,1,0,0,0,0,0,0
ENSMUSG00000088353.1,0,0,0,0,0,0,0,0
ENSMUSG00000101826.1,1,0,0,0,0,0,0,0
ENSMUSG00000102685.1,0,0,0,0,0,1,0,0
ENSMUSG00000101151.1,0,0,0,0,0,0,0,0
ENSMUSG00000038305.15,4340,2944,4425,3710,3463,5185,5067,4313
ENSMUSG00000091283.1,0,0,4,0,0,0,0,0
ENSMUSG00000054770.16,709,612,917,708,770,902,900,917
ENSMUSG00000026039.9,23,14,24,23,40,26,30,28
ENSMUSG00000063558.4,360,257,385,350,315,311,382,653
ENSMUSG00000064294.12,142,117,174,269,214,249,250,227
ENSMUSG00000089275.1,0,0,0,0,0,0,0,0
ENSMUSG00000038242.12,83,57,78,67,67,91,89,96
ENSMUSG00000089822.1,0,0,0,2,0,0,0,0
ENSMUSG00000079554.2,4,5,3,5,16,7,5,6
ENSMUSG00000103839.1,149,93,119,119,109,180,149,111
ENSMUSG00000051223.14,21827,15753,23126,18867,25123,31715,33908,32317
ENSMUSG00000026034.17,2066,2532,2675,2369,2242,2719,2734,2587
ENSMUSG00000026035.15,805,766,930,688,806,1034,1051,968
